RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
85,Hasan Pur Depot (Patparganj Depot),Balco Apartments,77.3073152847,28.6358020487,77.306704,28.630291,
85,Balco Apartments,Mother Dairy,77.306704,28.630291,77.2864366,28.6190727,
85,Mother Dairy,Rainy Well,77.2864366,28.6190727,77.26,28.628,
85,Rainy Well,I.T.O. (AGCR),77.26,28.628,77.2431456,28.6278683,
85,I.T.O. (AGCR),Mandi House,77.2431456,28.6278683,77.234,28.625,
85,Mandi House,Shivaji Stadium / Sucheta Kriplani Hospital,77.234,28.625,77.213,28.636,
85,Shivaji Stadium / Sucheta Kriplani Hospital,Panchkuian Road,77.213,28.636,77.206,28.64,
85,Panchkuian Road,Arya Samaj Road / Pusa Road Petrol Pump,77.206,28.64,77.1933064258,28.6445443737,
85,Arya Samaj Road / Pusa Road Petrol Pump,Pusa Road Telephone Exchange,77.1933064258,28.6445443737,77.181,28.643,
85,Pusa Road Telephone Exchange,West Patel Nagar,77.181,28.643,77.164,28.647,
85,West Patel Nagar,Karampura Terminal,77.164,28.647,77.1423433228,28.6608755311,
85,Karampura Terminal,Punjabi Bagh Terminal,77.1423433228,28.6608755311,77.143,28.673,
850 - Cluster,Kendriya Terminal Church Road,Kendriya Terminal,77.203,28.617,77.203,28.617,62
850 - Cluster,Kendriya Terminal,Talkatora Road,77.203,28.617,77.203,28.622,
850 - Cluster,Talkatora Road,R.M.L. Hospital,77.203,28.622,77.198,28.624,
850 - Cluster,R.M.L. Hospital,Talkatora Stadium,77.198,28.624,77.196,28.626,
850 - Cluster,Talkatora Stadium,Ridge Road,77.196,28.626,77.189,28.633,
850 - Cluster,Ridge Road,Sanatan Dharam Mandir/PO Rajinader Nagar,77.189,28.633,77.182,28.636,
850 - Cluster,Sanatan Dharam Mandir/PO Rajinader Nagar,Shankar Road,77.182,28.636,77.179,28.639,
850 - Cluster,Shankar Road,Rajender Nagar,77.179,28.639,77.175,28.641,
850 - Cluster,Rajender Nagar,East Patel Nagar,77.175,28.641,77.174,28.64,
850 - Cluster,East Patel Nagar,NPL Colony,77.174,28.64,77.174,28.638,
850 - Cluster,NPL Colony,Rajendra Nagar R-Block,77.174,28.638,77.178,28.622,
850 - Cluster,Rajendra Nagar R-Block,Janak Vihar,77.178,28.622,77.171,28.631,
850 - Cluster,Janak Vihar,Pusa Quarters,77.171,28.631,77.167,28.629,
850 - Cluster,Pusa Quarters,NASC Dasghara,77.167,28.629,77.162,28.625,
850 - Cluster,NASC Dasghara,Todapur Village,77.162,28.625,77.159,28.622,
850 - Cluster,Todapur Village,Monitoring and Receiving Station,77.159,28.622,77.153,28.626,
850 - Cluster,Monitoring and Receiving Station,Inder Puri,77.153,28.626,77.151,28.628,
850 - Cluster,Inder Puri,Inder Puri JJ Colony,77.151,28.628,77.147,28.633,
850 - Cluster,Inder Puri JJ Colony,Inder Puri (Krishi Kunj),77.147,28.633,77.146,28.637,
850 - Cluster,Inder Puri (Krishi Kunj),Loha Mandi,77.146,28.637,77.145,28.64,
850 - Cluster,Loha Mandi,Payal Cinema,77.145,28.64,77.138,28.63,
850 - Cluster,Payal Cinema,Naraina Vihar,77.138,28.63,77.134,28.626,
850 - Cluster,Naraina Vihar,Maya Puri Depot,77.134,28.626,77.128,28.636,
850 - Cluster,Maya Puri Depot,Government Press Mayapuri,77.128,28.636,77.124806,28.6340047,
850 - Cluster,Government Press Mayapuri,Metal Forging,77.124806,28.6340047,77.123,28.629,
850 - Cluster,Metal Forging,BE Block Hari Nagar/ESI Dispensary,77.123,28.629,77.121,28.627,
850 - Cluster,BE Block Hari Nagar/ESI Dispensary,PS Mayapuri,77.121,28.627,77.119,28.625,
850 - Cluster,PS Mayapuri,Gulab House,77.119,28.625,77.117,28.622,
850 - Cluster,Gulab House,Zink Market,77.117,28.622,77.112,28.618,
850 - Cluster,Zink Market,Maya Enclave,77.112,28.618,77.109,28.616,
850 - Cluster,Maya Enclave,Lajwanti Garden/ Nangal Rai,77.109,28.616,77.106,28.614,
850 - Cluster,Lajwanti Garden/ Nangal Rai,D Block Janakpuri,77.106,28.614,77.103,28.61,
850 - Cluster,D Block Janakpuri,Sagarpur / Vashisht Park,77.103,28.61,77.099,28.609,
850 - Cluster,Sagarpur / Vashisht Park,Desu Colony,77.099,28.609,77.095,28.609,
850 - Cluster,Desu Colony,Janak Cinema,77.095,28.609,77.091,28.611,
850 - Cluster,Janak Cinema,Dabri Crossing,77.091,28.611,77.086,28.611,
850 - Cluster,Dabri Crossing,New Dwarka Road Seetapuri,77.086,28.611,77.08,28.609,
850 - Cluster,New Dwarka Road Seetapuri,Dwarka Puri,77.08,28.609,77.078,28.607,
850 - Cluster,Dwarka Puri,Vijay Enclave,77.078,28.607,77.075,28.606,
850 - Cluster,Vijay Enclave,Mahaveer Enclave Part II and III,77.075,28.606,77.07,28.603,
850 - Cluster,Mahaveer Enclave Part II and III,SFS Flat Sec-2 Power House,77.07,28.603,77.071,28.6,
850 - Cluster,SFS Flat Sec-2 Power House,Mahalaxmi Apartment,77.071,28.6,77.072,28.596,
850 - Cluster,Mahalaxmi Apartment,J M International School,77.072,28.596,77.07,28.595,
850 - Cluster,J M International School,Dwarka Sector 2-6 X-ing,77.07,28.595,77.0643999863,28.5976205167,
850 - Cluster,Dwarka Sector 2-6 X-ing,Madhu Vihar,77.0643999863,28.5976205167,77.061,28.6,
850 - Cluster,Madhu Vihar,Rajapuri,77.061,28.6,77.055,28.603,
850 - Cluster,Rajapuri,Matiyala Xing,77.055,28.603,77.052,28.604,
850 - Cluster,Matiyala Xing,DPS Matiala,77.052,28.604,77.0466095,28.6048105,
850 - Cluster,DPS Matiala,Dwarka Sec 3-4,77.0466095,28.6048105,77.043,28.602,
850 - Cluster,Dwarka Sec 3-4,Dwarka Sec 13-3 Xing,77.043,28.602,77.041,28.602,
850 - Cluster,Dwarka Sec 13-3 Xing,MRV School Sec 13 Dwarka,77.041,28.602,77.038,28.603,
850 - Cluster,MRV School Sec 13 Dwarka,Dwarka Sec 13,77.038,28.603,77.036,28.605,
850 - Cluster,Dwarka Sec 13,Netaji Subhash Institute Of Technology,77.036,28.605,77.035,28.607,
850 - Cluster,Netaji Subhash Institute Of Technology,Suraj Vihar,77.035,28.607,77.033,28.613,
850 - Cluster,Suraj Vihar,Kakrola More,77.033,28.613,77.029,28.618,
850 - Cluster,Kakrola More,Kakrola Bridge,77.029,28.618,77.025,28.619,
850 - Cluster,Kakrola Bridge,Nangli Dairy,77.025,28.619,77.018,28.619,
850 - Cluster,Nangli Dairy,Arjun Park,77.018,28.619,77.013,28.618,
850 - Cluster,Arjun Park,Samalkha X-ing,77.013,28.618,77.092,28.537,
850 - Cluster,Samalkha X-ing,Nangli Sakrawati,77.092,28.537,77.003,28.614,
850 - Cluster,Nangli Sakrawati,Sai Baba Mandir (Nazafgarh),77.003,28.614,76.998,28.613,
850ADown - Cluster,Najaf Garh Terminal,Najaf Garh Terminal,76.98,28.613,76.98,28.613,73
850ADown - Cluster,Najaf Garh Terminal,Dichau Chowk,76.98,28.613,76.983,28.617,
850ADown - Cluster,Dichau Chowk,Udaseen Ashram,76.983,28.617,76.988,28.621,
850ADown - Cluster,Udaseen Ashram,Nirmal Vihar,76.988,28.621,76.992,28.625,
850ADown - Cluster,Nirmal Vihar,Dichaon Kalan Depot,76.992,28.625,76.997908,28.629439,
850ADown - Cluster,Dichaon Kalan Depot,Jai Vihar,76.997908,28.629439,77,28.631,
850ADown - Cluster,Jai Vihar,AirForce Station (BaniCamp),77,28.631,77.002,28.634,
850ADown - Cluster,AirForce Station (BaniCamp),Baprola School,77.002,28.634,77.007,28.638,
850ADown - Cluster,Baprola School,Baprola Village,77.007,28.638,77.011,28.64,
850ADown - Cluster,Baprola Village,BakkarWala Crossing,77.011,28.64,77.016,28.643,
850ADown - Cluster,BakkarWala Crossing,Rajeev Ratan Aawas/Baprola Phase 1,77.016,28.643,77.021,28.64,
850ADown - Cluster,Rajeev Ratan Aawas/Baprola Phase 1,Sainik Enclave/Vikas Nagar Nala Road,77.021,28.64,77.025,28.635,
850ADown - Cluster,Sainik Enclave/Vikas Nagar Nala Road,Kakrola Bridge,77.025,28.635,77.025,28.619,
850ADown - Cluster,Kakrola Bridge,Kakrola More,77.025,28.619,77.029,28.619,
850ADown - Cluster,Kakrola More,Suraj Vihar,77.029,28.619,77.033,28.613,
850ADown - Cluster,Suraj Vihar,Netaji Subhash Institute Of Technology,77.033,28.613,77.035,28.607,
850ADown - Cluster,Netaji Subhash Institute Of Technology,Dwarka Sec 13,77.035,28.607,77.036,28.605,
850ADown - Cluster,Dwarka Sec 13,MRV School Sec 13 Dwarka,77.036,28.605,77.039,28.604,
850ADown - Cluster,MRV School Sec 13 Dwarka,Dwarka Sec 13-3 Xing,77.039,28.604,77.041,28.602,
850ADown - Cluster,Dwarka Sec 13-3 Xing,Dwarka Sec 3/4,77.041,28.602,77.042,28.602,
850ADown - Cluster,Dwarka Sec 3/4,DPS Matiala,77.042,28.602,77.0466095,28.6048105,
850ADown - Cluster,DPS Matiala,Matiyala Xing,77.0466095,28.6048105,77.052,28.605,
850ADown - Cluster,Matiyala Xing,Raja Puri,77.052,28.605,77.054,28.604,
850ADown - Cluster,Raja Puri,Madhu Vihar,77.054,28.604,77.061,28.6,
850ADown - Cluster,Madhu Vihar,Dwarka Sector 2-6 X-ing,77.061,28.6,77.0643999863,28.5976205167,
850ADown - Cluster,Dwarka Sector 2-6 X-ing,J M International School,77.0643999863,28.5976205167,77.069,28.595,
850ADown - Cluster,J M International School,Mahalaxmi Apartment Sec-2,77.069,28.595,77.071,28.596,
850ADown - Cluster,Mahalaxmi Apartment Sec-2,SFS Flats Sec-2 Power House,77.071,28.596,77.071,28.599,
850ADown - Cluster,SFS Flats Sec-2 Power House,Mahaveer Enclave Part II and III,77.071,28.599,77.071,28.603,
850ADown - Cluster,Mahaveer Enclave Part II and III,Vijay Enclave,77.071,28.603,77.075,28.606,
850ADown - Cluster,Vijay Enclave,Dwarka Puri,77.075,28.606,77.078,28.607,
850ADown - Cluster,Dwarka Puri,New Dwarka Road / Seetapuri,77.078,28.607,77.08,28.609,
850ADown - Cluster,New Dwarka Road / Seetapuri,Dabri Crossing,77.08,28.609,77.088,28.613,
850ADown - Cluster,Dabri Crossing,Janak Cinema,77.088,28.613,77.093,28.611,
850ADown - Cluster,Janak Cinema,D.E.S.U. Colony Janak Puri,77.093,28.611,77.0987666922,28.610873593,
850ADown - Cluster,D.E.S.U. Colony Janak Puri,Sagarpur Vashisht Park,77.0987666922,28.610873593,77.101,28.609,
850ADown - Cluster,Sagarpur Vashisht Park,D-Block Janakpuri,77.101,28.609,77.103,28.611,
850ADown - Cluster,D-Block Janakpuri,Lajwanti Garden,77.103,28.611,77.11,28.612,
850ADown - Cluster,Lajwanti Garden,Maya Enclave,77.11,28.612,77.11,28.616,
850ADown - Cluster,Maya Enclave,Zink Market,77.11,28.616,77.112,28.618,
850ADown - Cluster,Zink Market,Gulab House,77.112,28.618,77.117,28.622,
850ADown - Cluster,Gulab House,Bobby Shop,77.117,28.622,77.118,28.624,
850ADown - Cluster,Bobby Shop,PS Mayapuri,77.118,28.624,77.119,28.625,
850ADown - Cluster,PS Mayapuri,BE Block Hari Nagar/ESI Dispensary,77.119,28.625,77.121,28.627,
850ADown - Cluster,BE Block Hari Nagar/ESI Dispensary,Metal Forging,77.121,28.627,77.122,28.629,
850ADown - Cluster,Metal Forging,Hari Nagar (Mohan Mandir) Mayapuri,77.122,28.629,77.124,28.63,
850ADown - Cluster,Hari Nagar (Mohan Mandir) Mayapuri,Government Press Mayapuri,77.124,28.63,77.124806,28.6340047,
850ADown - Cluster,Government Press Mayapuri,Maya Puri Depot,77.124806,28.6340047,77.128,28.636,
850ADown - Cluster,Maya Puri Depot,Naraina Vihar,77.128,28.636,77.134,28.626,
850ADown - Cluster,Naraina Vihar,Payal Cinema,77.134,28.626,77.138,28.631,
850ADown - Cluster,Payal Cinema,Loha Mandi,77.138,28.631,77.145,28.64,
850ADown - Cluster,Loha Mandi,Inder Puri (Krishi Kunj),77.145,28.64,77.146,28.637,
850ADown - Cluster,Inder Puri (Krishi Kunj),Inder Puri JJ Colony,77.146,28.637,77.147,28.633,
850ADown - Cluster,Inder Puri JJ Colony,Inder Puri,77.147,28.633,77.151,28.628,
850ADown - Cluster,Inder Puri,AIR Station,77.151,28.628,77.153,28.626,
850ADown - Cluster,AIR Station,Todapur Village,77.153,28.626,77.156,28.624,
850ADown - Cluster,Todapur Village,Todapur Village,77.156,28.624,77.159,28.623,
850ADown - Cluster,Todapur Village,NASC Dasghara,77.159,28.623,77.162,28.625,
850ADown - Cluster,NASC Dasghara,Pusa Quarters,77.162,28.625,77.166,28.63,
850ADown - Cluster,Pusa Quarters,Janak Vihar,77.166,28.63,77.171,28.631,
850ADown - Cluster,Janak Vihar,Rajendra Nagar R-Block,77.171,28.631,77.178,28.622,
850ADown - Cluster,Rajendra Nagar R-Block,N.P.L Colony,77.178,28.622,77.174,28.637,
850ADown - Cluster,N.P.L Colony,East Patel Nagar,77.174,28.637,77.174,28.64,
850ADown - Cluster,East Patel Nagar,Rajender Nagar,77.174,28.64,77.175,28.641,
850ADown - Cluster,Rajender Nagar,Shankar Road,77.175,28.641,77.179,28.639,
850ADown - Cluster,Shankar Road,New Rajender Nagar,77.179,28.639,77.183,28.636,
850ADown - Cluster,New Rajender Nagar,Upper Ridge Road,77.183,28.636,77.19,28.632,
850ADown - Cluster,Upper Ridge Road,Talkatora Stadium,77.19,28.632,77.196,28.626,
850ADown - Cluster,Talkatora Stadium,R.M.L. Hospital,77.196,28.626,77.198,28.624,
850ADown - Cluster,R.M.L. Hospital,Talkatora Road,77.198,28.624,77.203,28.622,
850ADown - Cluster,Talkatora Road,Gurudwara Rakab Gunj,77.203,28.622,77.205,28.621,
850ADown - Cluster,Gurudwara Rakab Gunj,Kendriya Terminal Church Road,77.205,28.621,77.203,28.617,
851,Delhi Secretariat,Delhi Gate,77.2523542868,28.627928933,77.2408488688,28.6411455393,14
851,Delhi Gate,Mandi House,77.2408488688,28.6411455393,77.234,28.625,
851,Mandi House,Shivaji Stadium / Sucheta Kriplani Hospital,77.234,28.625,77.213,28.636,
851,Shivaji Stadium / Sucheta Kriplani Hospital,Panchkuian Road,77.213,28.636,77.206,28.64,
851,Panchkuian Road,Sadhu Vaswani Marg Petrol Pump,77.206,28.64,77.1922479738,28.6445337292,
851,Sadhu Vaswani Marg Petrol Pump,Pusa Road Telephone Exchange,77.1922479738,28.6445337292,77.181,28.643,
851,Pusa Road Telephone Exchange,West Patel Nagar,77.181,28.643,77.164,28.647,
851,West Patel Nagar,Moti Nagar,77.164,28.647,77.144,28.658,
851,Moti Nagar,Raja Garden,77.144,28.658,77.126,28.65,
851,Raja Garden,Mukherji Park,77.126,28.65,77.108,28.642,
851,Mukherji Park,Tilak Nagar,77.108,28.642,77.092,28.635,
851,Tilak Nagar,Janakpuri District Center,77.092,28.635,77.079,28.63,
851,Janakpuri District Center,Uttam Nagar Terminal,77.079,28.63,77.068,28.626,
853,Ambedkar Nagar Terminal,Ajmeri Gate,77.228922,28.514969,77.225263984,28.6434021404,14
853,Ajmeri Gate,Police Station Paharganj,77.225263984,28.6434021404,77.209,28.646,
853,Police Station Paharganj,D.B. Gupta Market,77.209,28.646,77.1931225,28.6526756,
853,D.B. Gupta Market,Radha Swami Satsang Bhawan,77.1931225,28.6526756,77.18,28.644,
853,Radha Swami Satsang Bhawan,Rajendra Nagar R-Block,77.18,28.644,77.178,28.622,
853,Rajendra Nagar R-Block,Toda Pur,77.178,28.622,77.1592100842,28.6227755478,
853,Toda Pur,Inder Puri,77.1592100842,28.6227755478,77.151,28.628,
853,Inder Puri,Loha Mandi,77.151,28.628,77.145,28.64,
853,Loha Mandi,Naraina Vihar,77.145,28.64,77.134,28.626,
853,Naraina Vihar,Maya Puri Depot,77.134,28.626,77.128,28.636,
853,Maya Puri Depot,Zink Market,77.128,28.636,77.112,28.618,
853,Zink Market,D.E.S.U. Colony Janak Puri,77.112,28.618,77.0987666922,28.610873593,
853,D.E.S.U. Colony Janak Puri,Uttam Nagar Terminal,77.0987666922,28.610873593,77.068,28.626,
854,Sarai Kale Khan ISBT,Railway Bridge Road,77.258,28.591,77.251,28.609,16
854,Railway Bridge Road,I.T.O. (AGCR),77.251,28.609,77.2431456,28.6278683,
854,I.T.O. (AGCR),Mandi House,77.2431456,28.6278683,77.234,28.625,
854,Mandi House,Shivaji Stadium / Sucheta Kriplani Hospital,77.234,28.625,77.213,28.636,
854,Shivaji Stadium / Sucheta Kriplani Hospital,Panchkuian Road,77.213,28.636,77.206,28.64,
854,Panchkuian Road,Sadhu Vaswani Marg Petrol Pump,77.206,28.64,77.1922479738,28.6445337292,
854,Sadhu Vaswani Marg Petrol Pump,Pusa Road Telephone Exchange,77.1922479738,28.6445337292,77.181,28.643,
854,Pusa Road Telephone Exchange,West Patel Nagar,77.181,28.643,77.164,28.647,
854,West Patel Nagar,Moti Nagar,77.164,28.647,77.144,28.658,
854,Moti Nagar,Raja Garden,77.144,28.658,77.126,28.65,
854,Raja Garden,Mukherji Park,77.126,28.65,77.108,28.642,
854,Mukherji Park,Tilak Nagar,77.108,28.642,77.092,28.635,
854,Tilak Nagar,Janakpuri District Center,77.092,28.635,77.079,28.63,
854,Janakpuri District Center,Uttam Nagar Terminal,77.079,28.63,77.068,28.626,
857,Anand Vihar ISBT (Viveka Nand ISBT),Hasan Pur Depot (Patparganj Depot),77.3151726931,28.6461977554,77.3073152847,28.6358020487,15
857,Hasan Pur Depot (Patparganj Depot),Shakar Pur,77.3073152847,28.6358020487,77.282,28.633,
857,Shakar Pur,Rainy Well,77.282,28.633,77.26,28.628,
857,Rainy Well,I.T.O. (Ring Road),77.26,28.628,77.2472393,28.6317039,
857,I.T.O. (Ring Road),Delhi Gate,77.2472393,28.6317039,77.2408488688,28.6411455393,
857,Delhi Gate,Ajmeri Gate,77.2408488688,28.6411455393,77.225263984,28.6434021404,
857,Ajmeri Gate,Police Station Paharganj,77.225263984,28.6434021404,77.209,28.646,
857,Police Station Paharganj,D.B. Gupta Market,77.209,28.646,77.1931225,28.6526756,
857,D.B. Gupta Market,Radha Swami Satsang Bhawan,77.1931225,28.6526756,77.18,28.644,
857,Radha Swami Satsang Bhawan,West Patel Nagar,77.18,28.644,77.164,28.647,
857,West Patel Nagar,Moti Nagar,77.164,28.647,77.144,28.658,
857,Moti Nagar,Raja Garden,77.144,28.658,77.126,28.65,
857,Raja Garden,Raghubir Nagar Gurudwara,77.126,28.65,77.113,28.655,
857,Raghubir Nagar Gurudwara,Raghubir Nagar F-Block,77.113,28.655,77.105,28.652,
858 Extn,Kamla Market,Police Station Paharganj,77.226,28.643,77.209,28.646,8
858 Extn,Police Station Paharganj,Sadhu Vasvani Marg / Gurudwara Road,77.209,28.646,77.193,28.644,
858 Extn,Sadhu Vasvani Marg / Gurudwara Road,Shankar Road,77.193,28.644,77.179,28.639,
858 Extn,Shankar Road,West Patel Nagar,77.179,28.639,77.164,28.647,
858 Extn,West Patel Nagar,Moti Nagar,77.164,28.647,77.144,28.658,
858 Extn,Moti Nagar,Raja Garden,77.144,28.658,77.126,28.65,
858 Extn,Raja Garden,Rajouri Garden Extn.,77.126,28.65,77.119,28.647,
85CLUSTER,Anand Vihar ISBT (Viveka Nand ISBT),Anand Vihar ISBT (Viveka Nand ISBT),77.3151726931,28.6461977554,77.3151726931,28.6461977554,53
85CLUSTER,Anand Vihar ISBT (Viveka Nand ISBT),Maharaj Pur Check Post,77.3151726931,28.6461977554,77.316,28.643,
85CLUSTER,Maharaj Pur Check Post,Gazipur Depot,77.316,28.643,77.316,28.641,
85CLUSTER,Gazipur Depot,Hasanpur Village,77.316,28.641,77.31,28.636,
85CLUSTER,Hasanpur Village,Hasan Pur Depot (Patparganj Depot),77.31,28.636,77.3073152847,28.6358020487,
85CLUSTER,Hasan Pur Depot (Patparganj Depot),Ashirwad Apartment,77.3073152847,28.6358020487,77.301,28.634,
85CLUSTER,Ashirwad Apartment,Mithla Apartment Chandar Vihar,77.301,28.634,77.299,28.632,
85CLUSTER,Mithla Apartment Chandar Vihar,Mandawali Government School,77.299,28.632,77.298,28.631,
85CLUSTER,Mandawali Government School,Prince Apartment,77.298,28.631,77.3,28.631,
85CLUSTER,Prince Apartment,Neethi Apartment,77.3,28.631,77.302,28.631,
85CLUSTER,Neethi Apartment,Himalaya Appartment,77.302,28.631,77.304,28.632,
85CLUSTER,Himalaya Appartment,Balco Apartments,77.304,28.632,77.306704,28.630291,
85CLUSTER,Balco Apartments,Vijay Laxmi Appt.,77.306704,28.630291,77.309,28.628,
85CLUSTER,Vijay Laxmi Appt.,Parivar Apartment,77.309,28.628,77.309,28.626,
85CLUSTER,Parivar Apartment,Ras vihar,77.309,28.626,77.305,28.625,
85CLUSTER,Ras vihar,Saraswati Kunj,77.305,28.625,77.301,28.623,
85CLUSTER,Saraswati Kunj,Press Apartment,77.301,28.623,77.298,28.622,
85CLUSTER,Press Apartment,Govt. Model School,77.298,28.622,77.2950783644,28.6216997089,
85CLUSTER,Govt. Model School,Dharma Apartment,77.2950783644,28.6216997089,77.29,28.619,
85CLUSTER,Dharma Apartment,Mother Dairy,77.29,28.619,77.2864366,28.6190727,
85CLUSTER,Mother Dairy,Mother Dairy,77.2864366,28.6190727,77.2864366,28.6190727,
85CLUSTER,Mother Dairy,Ganesh Nagar Staff Quarter,77.2864366,28.6190727,77.285,28.62,
85CLUSTER,Ganesh Nagar Staff Quarter,Shakkar pur School Block,77.285,28.62,77.279,28.627,
85CLUSTER,Shakkar pur School Block,Laxmi Nagar Xing,77.279,28.627,77.277,28.629,
85CLUSTER,Laxmi Nagar Xing,Rainy Well,77.277,28.629,77.26,28.628,
85CLUSTER,Rainy Well,Delhi Secretariat,77.26,28.628,77.2523542868,28.627928933,
85CLUSTER,Delhi Secretariat,I.T.O. (AGCR),77.2523542868,28.627928933,77.2431456,28.6278683,
85CLUSTER,I.T.O. (AGCR),Tilak Bridge,77.2431456,28.6278683,77.238,28.625,
85CLUSTER,Tilak Bridge,Mandi House,77.238,28.625,77.234,28.625,
85CLUSTER,Mandi House,Modren School Bara Khamba Road,77.234,28.625,77.228,28.627,
85CLUSTER,Modren School Bara Khamba Road,Barakhamba Road Metro Station,77.228,28.627,77.225,28.629,
85CLUSTER,Barakhamba Road Metro Station,Statsman House,77.225,28.629,77.223,28.63,
85CLUSTER,Statsman House,Regal / Shivaji Stadium,77.223,28.63,77.215,28.633,
85CLUSTER,Regal / Shivaji Stadium,Shaheed Bhagat Singh Marg,77.215,28.633,77.209,28.633,
85CLUSTER,Shaheed Bhagat Singh Marg,Gole Market.,77.209,28.633,77.205,28.635,
85CLUSTER,Gole Market.,Rama Krishna Ashram Marg,77.205,28.635,77.207,28.637,
85CLUSTER,Rama Krishna Ashram Marg,Panchkuian Road,77.207,28.637,77.206,28.64,
85CLUSTER,Panchkuian Road,Panchkuian Road Banwai Lal Hospital,77.206,28.64,77.204,28.641,
85CLUSTER,Panchkuian Road Banwai Lal Hospital,Meghdoot Bhawan,77.204,28.641,77.201,28.643,
85CLUSTER,Meghdoot Bhawan,Arya Samaj Road / Pusa Road Petrol Pump,77.201,28.643,77.1933064258,28.6445443737,
85CLUSTER,Arya Samaj Road / Pusa Road Petrol Pump,Karol Bagh Metro Station,77.1933064258,28.6445443737,77.188,28.643,
85CLUSTER,Karol Bagh Metro Station,Pusa Road Telephone Exchange,77.188,28.643,77.181,28.643,
85CLUSTER,Pusa Road Telephone Exchange,Pusa Road Telephone Exchange,77.181,28.643,77.181,28.643,
85CLUSTER,Pusa Road Telephone Exchange,East Patel Nagar,77.181,28.643,77.173,28.642,
85CLUSTER,East Patel Nagar,South Patel Nagar (Metro Station),77.173,28.642,77.168,28.645,
85CLUSTER,South Patel Nagar (Metro Station),West Patel Nagar,77.168,28.645,77.164,28.647,
85CLUSTER,West Patel Nagar,Shadipur DTC Colony Metro Station,77.164,28.647,77.158,28.651,
85CLUSTER,Shadipur DTC Colony Metro Station,Shadi Pur Depot,77.158,28.651,77.155,28.653,
85CLUSTER,Shadi Pur Depot,Moti Nagar Industrial Area,77.155,28.653,77.148,28.657,
85CLUSTER,Moti Nagar Industrial Area,Karampura Terminal,77.148,28.657,77.1423433228,28.6608755311,
85CLUSTER,Karampura Terminal,B Block New Moti Nagar,77.1423433228,28.6608755311,77.14,28.663,
85CLUSTER,B Block New Moti Nagar,Punjabi Bagh Terminal,77.14,28.663,77.143,28.673,
85EXTENSION,Anand Vihar ISBT (Viveka Nand ISBT),Hasan Pur Depot (Patparganj Depot),77.3151726931,28.6461977554,77.3073152847,28.6358020487,17
85EXTENSION,Hasan Pur Depot (Patparganj Depot),Balco Apartments,77.3073152847,28.6358020487,77.306704,28.630291,
85EXTENSION,Balco Apartments,Mother Dairy,77.306704,28.630291,77.2864366,28.6190727,
85EXTENSION,Mother Dairy,Rainy Well,77.2864366,28.6190727,77.26,28.628,
85EXTENSION,Rainy Well,I.T.O. (AGCR),77.26,28.628,77.2431456,28.6278683,
85EXTENSION,I.T.O. (AGCR),Mandi House,77.2431456,28.6278683,77.234,28.625,
85EXTENSION,Mandi House,Shivaji Stadium / Sucheta Kriplani Hospital,77.234,28.625,77.213,28.636,
85EXTENSION,Shivaji Stadium / Sucheta Kriplani Hospital,Panchkuian Road,77.213,28.636,77.206,28.64,
85EXTENSION,Panchkuian Road,Arya Samaj Road / Pusa Road Petrol Pump,77.206,28.64,77.1933064258,28.6445443737,
85EXTENSION,Arya Samaj Road / Pusa Road Petrol Pump,Pusa Road Telephone Exchange,77.1933064258,28.6445443737,77.181,28.643,
85EXTENSION,Pusa Road Telephone Exchange,West Patel Nagar,77.181,28.643,77.164,28.647,
85EXTENSION,West Patel Nagar,Karampura Terminal,77.164,28.647,77.1423433228,28.6608755311,
85EXTENSION,Karampura Terminal,Punjabi Bagh,77.1423433228,28.6608755311,77.136,28.667,
85EXTENSION,Punjabi Bagh,Mahindra Park (Shalimar Bagh),77.136,28.667,77.135,28.684,
85EXTENSION,Mahindra Park (Shalimar Bagh),Keshav Mahavidyalaya,77.135,28.684,77.12,28.687,
85EXTENSION,Keshav Mahavidyalaya,West Enclave,77.12,28.687,77.101,28.691,
861A,Uttam Nagar Terminal,Janakpuri District Center,77.068,28.626,77.079,28.63,10
861A,Janakpuri District Center,Tilak Nagar,77.079,28.63,77.092,28.635,
861A,Tilak Nagar,Mukherji Park,77.092,28.635,77.108,28.642,
861A,Mukherji Park,Punjabi Bagh Club,77.108,28.642,77.131,28.663,
861A,Punjabi Bagh Club,Punjabi Bagh Terminal,77.131,28.663,77.143,28.673,
861A,Punjabi Bagh Terminal,Wazirpur Depot,77.143,28.673,77.151,28.694,
861A,Wazirpur Depot,Ashok Vihar X-ing,77.151,28.694,77.167248,28.702757,
861A,Ashok Vihar X-ing,Adarsh Nagar,77.167248,28.702757,77.170962,28.7157508187,
861A,Adarsh Nagar,Jahangir Puri E-Block,77.170962,28.7157508187,77.173,28.733,
862,Ajmeri Gate,Police Station Paharganj,77.225263984,28.6434021404,77.209,28.646,8
862,Police Station Paharganj,Sadhu Vasvani Marg / Gurudwara Road,77.209,28.646,77.193,28.644,
862,Sadhu Vasvani Marg / Gurudwara Road,Pusa Road Telephone Exchange,77.193,28.644,77.181,28.643,
862,Pusa Road Telephone Exchange,West Patel Nagar,77.181,28.643,77.164,28.647,
862,West Patel Nagar,Moti Nagar,77.164,28.647,77.144,28.658,
862,Moti Nagar,Raja Garden,77.144,28.658,77.126,28.65,
